GEOCODE,BASENAME,P00010001_2010,P00010001,P00010001_d,P00010001_pd,RANK_POP_2010,RANK_POP,RANK_POP_d,RANK_POP_pd,POPDEN_2010,POPDEN,POPDEN_d,POPDEN_pd,H00010001_2010,H00010001,H00010001_d,H00010001_pd,H00010002_2010,H00010002,H00010002_d,H00010002_pd,H00010003_2010,H00010003,H00010003_d,H00010003_pd,OCC_2010,OCC,OCC_d,OCC_pd,VAC_2010,VAC,VAC_d,VAC_pd,LANDSQMI_2010,LANDSQMI,LANDSQMI_d,LANDSQMI_pd,AREASQMI_2010,AREASQMI,AREASQMI_d,AREASQMI_pd,WATERPCT_2010,WATERPCT,WATERPCT_d,WATERPCT_pd,P00010002_2010,P00010002,P00010002_d,P00010002_pd,P00010003_2010,P00010003,P00010003_d,P00010003_pd,P00010004_2010,P00010004,P00010004_d,P00010004_pd,P00010005_2010,P00010005,P00010005_d,P00010005_pd,P00010006_2010,P00010006,P00010006_d,P00010006_pd,P00010007_2010,P00010007,P00010007_d,P00010007_pd,P00010008_2010,P00010008,P00010008_d,P00010008_pd,P00010009_2010,P00010009,P00010009_d,P00010009_pd,P00020001_2010,P00020001,P00020001_d,P00020001_pd,P00020002_2010,P00020002,P00020002_d,P00020002_pd,P00020003_2010,P00020003,P00020003_d,P00020003_pd,P00020004_2010,P00020004,P00020004_d,P00020004_pd,P00020005_2010,P00020005,P00020005_d,P00020005_pd,P00020006_2010,P00020006,P00020006_d,P00020006_pd,P00020007_2010,P00020007,P00020007_d,P00020007_pd,P00020008_2010,P00020008,P00020008_d,P00020008_pd,P00020009_2010,P00020009,P00020009_d,P00020009_pd,P00020010_2010,P00020010,P00020010_d,P00020010_pd,P00020011_2010,P00020011,P00020011_d,P00020011_pd,P00030001_2010,P00030001,P00030001_d,P00030001_pd,P00030002_2010,P00030002,P00030002_d,P00030002_pd,P00030003_2010,P00030003,P00030003_d,P00030003_pd,P00030004_2010,P00030004,P00030004_d,P00030004_pd,P00030005_2010,P00030005,P00030005_d,P00030005_pd,P00030006_2010,P00030006,P00030006_d,P00030006_pd,P00030007_2010,P00030007,P00030007_d,P00030007_pd,P00030008_2010,P00030008,P00030008_d,P00030008_pd,P00030009_2010,P00030009,P00030009_d,P00030009_pd,P00040001_2010,P00040001,P00040001_d,P00040001_pd,P00040002_2010,P00040002,P00040002_d,P00040002_pd,P00040003_2010,P00040003,P00040003_d,P00040003_pd,P00040004_2010,P00040004,P00040004_d,P00040004_pd,P00040005_2010,P00040005,P00040005_d,P00040005_pd,P00040006_2010,P00040006,P00040006_d,P00040006_pd,P00040007_2010,P00040007,P00040007_d,P00040007_pd,P00040008_2010,P00040008,P00040008_d,P00040008_pd,P00040009_2010,P00040009,P00040009_d,P00040009_pd,P00040010_2010,P00040010,P00040010_d,P00040010_pd,P00040011_2010,P00040011,P00040011_d,P00040011_pd,C0010001_2010,C0010001,C0010001_d,C0010001_pd,C0010002_2010,C0010002,C0010002_d,C0010002_pd,C0010003_2010,C0010003,C0010003_d,C0010003_pd,C0010004_2010,C0010004,C0010004_d,C0010004_pd,C0010005_2010,C0010005,C0010005_d,C0010005_pd,C0010006_2010,C0010006,C0010006_d,C0010006_pd,C0020001_2010,C0020001,C0020001_d,C0020001_pd,C0020002_2010,C0020002,C0020002_d,C0020002_pd,C0020003_2010,C0020003,C0020003_d,C0020003_pd,C0020004_2010,C0020004,C0020004_d,C0020004_pd,C0020005_2010,C0020005,C0020005_d,C0020005_pd,C0020006_2010,C0020006,C0020006_d,C0020006_pd,C0030001_2010,C0030001,C0030001_d,C0030001_pd,C0030002_2010,C0030002,C0030002_d,C0030002_pd,C0030003_2010,C0030003,C0030003_d,C0030003_pd,C0030004_2010,C0030004,C0030004_d,C0030004_pd,C0030005_2010,C0030005,C0030005_d,C0030005_pd,C0030006_2010,C0030006,C0030006_d,C0030006_pd,C0040001_2010,C0040001,C0040001_d,C0040001_pd,C0040002_2010,C0040002,C0040002_d,C0040002_pd,C0040003_2010,C0040003,C0040003_d,C0040003_pd,C0040004_2010,C0040004,C0040004_d,C0040004_pd,C0040005_2010,C0040005,C0040005_d,C0040005_pd,C0040006_2010,C0040006,C0040006_d,C0040006_pd,P00010010_2010,P00010010,P00010010_d,P00010010_pd,P00010011_2010,P00010011,P00010011_d,P00010011_pd,P00010012_2010,P00010012,P00010012_d,P00010012_pd,P00010013_2010,P00010013,P00010013_d,P00010013_pd,P00010014_2010,P00010014,P00010014_d,P00010014_pd,P00010015_2010,P00010015,P00010015_d,P00010015_pd,P00010016_2010,P00010016,P00010016_d,P00010016_pd,P00010017_2010,P00010017,P00010017_d,P00010017_pd,P00010018_2010,P00010018,P00010018_d,P00010018_pd,P00010019_2010,P00010019,P00010019_d,P00010019_pd,P00010020_2010,P00010020,P00010020_d,P00010020_pd,P00010021_2010,P00010021,P00010021_d,P00010021_pd,P00010022_2010,P00010022,P00010022_d,P00010022_pd,P00010023_2010,P00010023,P00010023_d,P00010023_pd,P00010024_2010,P00010024,P00010024_d,P00010024_pd,P00010025_2010,P00010025,P00010025_d,P00010025_pd,T0050001_2010,T0050001,T0050001_d,T0050001_pd,P00050001,P00050002,P00050003,P00050004,P00050005,P00050006,P00050007,P00050008,P00050009,P00050010
53001,Adams,18728,20613,1885,10.06514310124,31,31,0,0,9.73,10.71,0.98,10.07194244604,6242,6735,493,7.898109580263,5720,6228,508,8.881118881119,522,507,-15,-2.87356321839,91.64,92.47,0.83,0.905718027062,8.36,7.53,-0.83,-9.92822966507,1924.977565919,1924.989172151,0.01160623138,0.000602928137,1929.851449119,1929.801713753,-0.04973536557,-0.00257716031,0.252552247049,0.249380108237,-0.00317213881,-1.25603270197,18196,17078,-1118,-6.14420751814,11703,9164,-2539,-21.6952918055,109,41,-68,-62.3853211009,356,439,83,23.31460674157,125,135,10,8,4,13,9,225,5899,7286,1387,23.51245973894,532,3535,3003,564.4736842105,18728,20613,1885,10.06514310124,11099,13120,2021,18.20884764393,7629,7493,-136,-1.7826713855,7505,7135,-370,-4.93004663558,7262,6829,-433,-5.96254475351,47,24,-23,-48.9361702128,76,63,-13,-17.1052631579,99,129,30,30.30303030303,3,3,0,0,18,87,69,383.3333333333,124,358,234,188.7096774194,12216,13630,1414,11.57498362803,11929,11457,-472,-3.95674406908,8148,6621,-1527,-18.7407952872,49,29,-20,-40.8163265306,217,286,69,31.79723502304,87,115,28,32.18390804598,3,10,7,233.3333333333,3425,4396,971,28.3503649635,287,2173,1886,657.1428571429,12216,13630,1414,11.57498362803,6319,7875,1556,24.62414939073,5897,5755,-142,-2.40800406987,5828,5519,-309,-5.30199039121,5676,5301,-375,-6.6067653277,16,20,4,25,52,46,-6,-11.5384615385,72,109,37,51.38888888889,2,1,-1,-50,10,42,32,320,69,236,167,242.0289855072,12158,12597,439,3.610791248561,160,127,-33,-20.625,460,789,329,71.52173913043,208,267,59,28.36538461538,40,74,34,85,6264,10456,4192,66.9220945083,7380,7170,-210,-2.84552845528,69,60,-9,-13.0434782609,140,229,89,63.57142857143,134,223,89,66.41791044776,11,45,34,309.0909090909,28,185,157,560.7142857143,8388,8729,341,4.065331425846,71,69,-2,-2.81690140845,281,523,242,86.12099644128,133,183,50,37.59398496241,17,50,33,194.1176470588,3629,6351,2722,75.00688895012,5742,5528,-214,-3.72692441658,24,36,12,50,93,175,82,88.17204301075,87,163,76,87.35632183908,10,31,21,210,17,111,94,552.9411764706,506,3399,2893,571.7391304348,22,36,14,63.63636363636,68,202,134,197.0588235294,34,62,28,82.35294117647,21,8,-13,-61.9047619048,288,2999,2711,941.3194444444,1,3,2,200,5,3,-2,-40,0,0,0,,13,18,5,38.46153846154,1,2,1,100,0,5,5,,21,52,31,147.619047619,3,8,5,166.6666666667,28,0,-28,-100,1,1,0,0,26,136,110,423.0769230769,342,113,29,0,49,35,229,0,0,229
53003,Asotin,21623,22285,662,3.06155482588,28,30,2,7.142857142857,33.99,35.04,1.05,3.089143865843,9872,10034,162,1.641004862237,9236,9349,113,1.223473365093,636,685,49,7.704402515723,93.56,93.17,-0.39,-0.41684480547,6.44,6.83,0.39,6.055900621118,636.2129909482,636.0754961027,-0.13749484554,-0.02161144892,640.6435659161,640.4352587734,-0.20830714274,-0.03251529459,0.691581903516,0.680749944821,-0.01083195869,-1.56625826091,21102,20813,-289,-1.36953843238,20392,19858,-534,-2.6186739898,92,116,24,26.08695652174,302,299,-3,-0.99337748344,117,206,89,76.06837606838,36,34,-2,-5.55555555556,163,300,137,84.0490797546,521,1472,951,182.5335892514,21623,22285,662,3.06155482588,643,915,272,42.30171073095,20980,21370,390,1.858913250715,20549,20176,-373,-1.81517348776,20026,19473,-553,-2.76141016678,89,113,24,26.96629213483,272,262,-10,-3.67647058824,114,206,92,80.70175438596,36,34,-2,-5.55555555556,12,88,76,633.3333333333,431,1194,763,177.030162413,16919,17729,810,4.78751699273,16668,16816,148,0.887928965683,16188,16099,-89,-0.54978996788,52,81,29,55.76923076923,208,215,7,3.365384615385,91,169,78,85.71428571429,25,31,6,24,104,221,117,112.5,251,913,662,263.7450199203,16919,17729,810,4.78751699273,367,546,179,48.77384196185,16552,17183,631,3.812228129531,16333,16430,97,0.593889671218,15968,15883,-85,-0.53231462926,51,78,27,52.94117647059,193,196,3,1.554404145078,88,169,81,92.04545454545,25,31,6,24,8,73,65,812.5,219,753,534,243.8356164384,20883,21297,414,1.982473782503,213,305,92,43.19248826291,585,946,361,61.7094017094,199,392,193,96.98492462312,79,104,25,31.64556962025,230,823,593,257.8260869565,20439,20645,206,1.007877097705,192,290,98,51.04166666667,520,863,343,65.96153846154,189,387,198,104.7619047619,75,101,26,34.66666666667,26,366,340,1307.692307692,16422,16994,572,3.483132383388,88,159,71,80.68181818182,370,637,267,72.16216216216,129,246,117,90.6976744186,45,58,13,28.88888888889,133,588,455,342.1052631579,16174,16623,449,2.776060343762,82,151,69,84.14634146341,344,592,248,72.09302325581,123,242,119,96.74796747967,43,57,14,32.55813953488,17,294,277,1629.411764706,478,1378,900,188.2845188285,70,105,35,50,232,569,337,145.2586206897,61,143,82,134.4262295082,29,40,11,37.93103448276,56,495,439,783.9285714286,13,11,-2,-15.3846153846,0,0,0,,0,3,3,,2,1,-1,-50,1,2,1,100,0,2,2,,1,3,2,200,9,3,-6,-66.6666666667,1,1,0,0,3,0,-3,-100,43,94,51,118.6046511628,248,208,24,0,184,0,40,0,0,40
53005,Benton,175177,206873,31696,18.09369951535,10,10,0,0,103.02,121.68,18.66,18.11298776937,68618,80076,11458,16.69824244367,65304,76369,11065,16.94383192454,3314,3707,393,11.85878092939,95.17,95.37,0.2,0.210150257434,4.83,4.63,-0.2,-4.14078674948,1700.379029169,1700.127510629,-0.25151853985,-0.01479191025,1759.998159065,1759.700620235,-0.2975388303,-0.01690563304,3.387454105478,3.385411638782,-0.0020424667,-0.0602950367,168955,182727,13772,8.151282885976,144418,146087,1669,1.15567311554,2221,2893,672,30.25664115263,1574,2052,478,30.36848792884,4691,6397,1706,36.36751225751,253,607,354,139.9209486166,15798,24691,8893,56.29193568806,6222,24146,17924,288.0745740919,175177,206873,31696,18.09369951535,32696,49339,16643,50.90225103988,142481,157534,15053,10.56491742759,138850,147359,8509,6.128195894851,130437,135718,5281,4.048697838803,2031,2621,590,29.04972919744,1280,1191,-89,-6.953125,4621,6244,1623,35.12226790738,221,536,315,142.5339366516,260,1049,789,303.4615384615,3631,10175,6544,180.2258331038,127513,152644,25131,19.70857873315,124532,138043,13511,10.84942022934,108774,113123,4349,3.99819809881,1472,1986,514,34.91847826087,1120,1535,415,37.05357142857,3574,4946,1372,38.38836038053,166,404,238,143.3734939759,9426,16049,6623,70.26310205814,2981,14601,11620,389.802079839,127513,152644,25131,19.70857873315,18650,30200,11550,61.93029490617,108863,122444,13581,12.47531300809,106971,116072,9101,8.507913359696,100826,107333,6507,6.45369249995,1380,1876,496,35.94202898551,934,936,2,0.214132762313,3532,4870,1338,37.88221970555,151,347,196,129.8013245033,148,710,562,379.7297297297,1892,6372,4480,236.7864693446,150234,169518,19284,12.83597587763,3521,5209,1688,47.94092587333,3222,7121,3899,121.0117939168,6240,9418,3178,50.92948717949,551,1242,691,125.4083484574,18055,39874,21819,120.8474106896,133913,145587,11674,8.717600232987,3037,4375,1338,44.05663483701,2625,5180,2555,97.33333333333,5939,8862,2923,49.21703990571,461,1096,635,137.7440347072,413,3217,2804,678.9346246973,111526,127271,15745,14.11778419382,1897,2989,1092,57.56457564576,2202,5016,2814,127.7929155313,4263,6411,2148,50.38705137227,327,734,407,124.4648318043,10451,25474,15023,143.7470098555,102598,113494,10896,10.62009006024,1740,2709,969,55.68965517241,1868,3809,1941,103.9079229122,4132,6177,2045,49.49177153921,291,649,358,123.0240549828,251,2279,2028,807.96812749,5851,22913,17062,291.6082720902,947,1579,632,66.73706441394,1334,3990,2656,199.1004497751,1157,2290,1133,97.92566983578,134,267,133,99.25373134328,1882,14090,12208,648.6716259299,21,75,54,257.1428571429,33,32,-1,-3.0303030303,3,18,15,500,108,166,58,53.7037037037,28,21,-7,-25,7,2,-5,-71.4285714286,41,190,149,363.4146341463,50,86,36,72,89,99,10,11.23595505618,17,8,-9,-52.9411764706,371,1233,862,232.3450134771,1242,838,338,19,472,9,404,0,0,404
53007,Chelan,72453,79074,6621,9.13833795702,18,17,-1,-5.55555555556,24.81,27.07,2.26,9.109230149133,35465,37267,1802,5.08106583956,27827,30296,2469,8.872677615266,7638,6971,-667,-8.73265252684,78.46,81.29,2.83,3.606933469284,21.54,18.71,-2.83,-13.1383472609,2920.524981969,2921.177604684,0.652622714854,0.022346075411,2993.881571266,2994.403208046,0.521636779784,0.017423427326,2.450216802194,2.445415606192,-0.004801196,-0.195949844,70463,70583,120,0.170302144388,57484,55289,-2195,-3.81845383063,236,296,60,25.42372881356,700,817,117,16.71428571429,588,809,221,37.58503401361,100,124,24,24,11355,13248,1893,16.67107001321,1990,8491,6501,326.6834170854,72453,79074,6621,9.13833795702,18713,22104,3391,18.12109228878,53740,56970,3230,6.010420543357,52628,54031,1403,2.665881279927,51202,52093,891,1.74016639975,177,253,76,42.93785310734,514,408,-106,-20.6225680934,570,787,217,38.0701754386,89,109,20,22.47191011236,76,381,305,401.3157894737,1112,2939,1827,164.2985611511,54390,61405,7015,12.89759146902,53297,55820,2523,4.733849935268,45265,45417,152,0.335800287198,158,201,43,27.21518987342,509,601,92,18.07465618861,440,647,207,47.04545454545,74,97,23,31.08108108108,6851,8857,2006,29.28039702233,1093,5585,4492,410.9789569991,54390,61405,7015,12.89759146902,11082,14304,3222,29.07417433676,43308,47101,3793,8.758197099843,42662,45037,2375,5.567015142281,41592,43534,1942,4.669167147528,118,182,64,54.23728813559,411,337,-74,-18.00486618,426,633,207,48.59154929577,65,89,24,36.92307692308,50,262,212,424,646,2064,1418,219.5046439628,59320,63497,4177,7.041469993257,470,702,232,49.36170212766,1400,2480,1080,77.14285714286,952,1530,578,60.71428571429,245,379,134,54.69387755102,12177,19336,7159,58.79116366921,52272,54967,2695,5.155723905724,366,553,187,51.09289617486,1063,1655,592,55.69143932267,889,1400,511,57.48031496063,207,294,87,42.02898550725,130,1168,1038,798.4615384615,46264,50801,4537,9.806761196611,265,410,145,54.71698113208,962,1830,868,90.22869022869,624,1029,405,64.90384615385,146,269,123,84.24657534247,7279,12870,5591,76.81000137382,42209,45550,3341,7.915373498543,196,336,140,71.42857142857,788,1303,515,65.35532994924,587,973,386,65.75809199319,120,211,91,75.83333333333,91,879,788,865.9340659341,1880,8179,6299,335.0531914894,158,243,85,53.79746835443,573,1291,718,125.3054101222,260,537,277,106.5384615385,74,121,47,63.51351351351,669,5718,5049,754.7085201794,7,13,6,85.71428571429,4,3,-1,-25,0,10,10,,18,40,22,122.2222222222,3,9,6,200,1,7,6,600,47,105,58,123.4042553191,19,34,15,78.94736842105,31,37,6,19.35483870968,16,11,-5,-31.25,110,312,202,183.6363636364,1654,825,247,15,563,0,829,0,0,829
53009,Clallam,71404,77155,5751,8.054170634698,19,18,-1,-5.26315789474,41.08,44.37,3.29,8.00876338851,35582,37930,2348,6.59884211118,31329,34113,2784,8.88633534425,4253,3817,-436,-10.251587115,88.05,89.94,1.89,2.146507666099,11.95,10.06,-1.89,-15.8158995816,1738.329017355,1738.740983356,0.411966001387,0.023698965919,2670.63758558,2669.017270736,-1.62031484316,-0.06067146107,34.90958763028,34.85463723222,-0.05495039806,-0.15740775468,68688,70469,1781,2.592883764267,62092,62450,358,0.576563808542,596,615,19,3.187919463087,3630,4346,716,19.72451790634,1007,1263,256,25.42204568024,94,119,25,26.59574468085,1269,1676,407,32.07249802994,2716,6686,3970,146.1708394698,71404,77155,5751,8.054170634698,3627,4732,1105,30.46594982079,67777,72423,4646,6.854832760376,65477,67445,1968,3.005635566688,60400,61164,764,1.264900662252,558,571,13,2.329749103943,3326,3931,605,18.19001803969,993,1234,241,24.26988922457,86,113,27,31.39534883721,114,432,318,278.9473684211,2300,4978,2678,116.4347826087,58415,64588,6173,10.56749122657,56927,59944,3017,5.299769880724,52163,53896,1733,3.322278243199,498,515,17,3.413654618474,2512,3070,558,22.21337579618,845,1121,276,32.66272189349,76,106,30,39.47368421053,833,1236,403,48.3793517407,1488,4644,3156,212.0967741935,58415,64588,6173,10.56749122657,2173,3159,986,45.37505752416,56242,61429,5187,9.2226449984,54918,57941,3023,5.50457045049,51073,53055,1982,3.880719754077,469,497,28,5.970149253731,2383,2839,456,19.13554343265,835,1095,260,31.1377245509,72,100,28,38.88888888889,86,355,269,312.7906976744,1324,3488,2164,163.4441087613,64581,68833,4252,6.583979808303,934,1349,415,44.43254817987,5279,7255,1976,37.43133169161,1670,2296,626,37.48502994012,323,465,142,43.96284829721,1544,4148,2604,168.6528497409,62546,65901,3355,5.364052057686,863,1205,342,39.6292004635,4787,6523,1736,36.264884061,1597,2187,590,36.9442705072,290,426,136,46.89655172414,164,1503,1339,816.4634146341,53518,58327,4809,8.985761799768,620,894,274,44.1935483871,3477,5084,1607,46.21800402646,1196,1746,550,45.98662207358,228,345,117,51.31578947368,963,3122,2159,224.1952232606,52294,56372,4078,7.798217768769,587,834,247,42.07836456559,3277,4666,1389,42.38632895941,1155,1676,521,45.10822510823,212,317,105,49.52830188679,127,1227,1100,866.1417322835,2526,6234,3708,146.7933491686,210,439,229,109.0476190476,1403,2453,1050,74.83962936565,428,655,227,53.03738317757,86,135,49,56.97674418605,180,2259,2079,1155,32,70,38,118.75,7,14,7,100,2,6,4,200,5,24,19,380,35,46,11,31.42857142857,6,17,11,183.3333333333,48,20,-28,-58.3333333333,67,75,8,11.94029850746,12,19,7,58.33333333333,5,2,-3,-60,190,452,262,137.8947368421,1778,1227,872,0,355,0,551,31,96,424
53011,Clark,425363,503311,77948,18.32505413024,5,5,0,0,676.25,800.82,124.57,18.42070240296,167413,195036,27623,16.49991338785,158099,187188,29089,18.39923086168,9314,7848,-1466,-15.739746618,94.44,95.98,1.54,1.630664972469,5.56,4.02,-1.54,-27.6978417266,629.0039513697,628.494184529,-0.50976684062,-0.0810435037,656.2330894969,655.5988166741,-0.63427282289,-0.09665358743,4.14930892134,4.13433207255,-0.01497684879,-0.36094802951,408144,451040,42896,10.51001607276,363397,379827,16430,4.521226097078,8426,11396,2970,35.24804177546,3624,4835,1211,33.41611479029,17504,24274,6770,38.6768738574,2708,5306,2598,95.93796159527,12485,25402,12917,103.4601521826,17219,52271,35052,203.5658284453,425363,503311,77948,18.32505413024,32166,58790,26624,82.77062737052,393197,444521,51324,13.05299887842,379292,412201,32909,8.676428714552,347793,366727,18934,5.444042864577,8025,10850,2825,35.20249221184,2970,3051,81,2.727272727273,17276,23910,6634,38.40009261403,2589,5127,2538,98.03012746234,639,2536,1897,296.8701095462,13905,32320,18415,132.4343761237,312788,385835,73047,23.35351739837,304879,353460,48581,15.9345182843,273989,300790,26801,9.781779560493,5775,8492,2717,47.04761904762,2631,3759,1128,42.87343215507,13056,19661,6605,50.58976715686,1756,3573,1817,103.4738041002,7672,17185,9513,123.996350365,7909,32375,24466,309.3437855608,312788,385835,73047,23.35351739837,18594,37097,18503,99.51059481553,294194,348738,54544,18.54014697784,287588,328539,40951,14.23946757167,264766,293122,28356,10.70983434429,5578,8190,2612,46.82681964862,2209,2477,268,12.13218650973,12924,19425,6501,50.3017641597,1702,3480,1778,104.4653349001,409,1845,1436,351.1002444988,6606,20199,13593,205.7674841054,379082,429464,50382,13.29052817069,12986,19474,6488,49.96149699677,9013,17978,8965,99.46743592588,23535,35630,12095,51.39154450818,4611,8667,4056,87.96356538712,15101,48822,33721,223.3030925104,360548,397383,36835,10.21639282426,12006,17635,5629,46.88489088789,7617,13668,6051,79.44072469476,22785,34179,11394,50.00658327847,4296,8077,3781,88.01210428305,1186,8518,7332,618.2124789207,281017,331429,50412,17.93912823779,7250,12367,5117,70.57931034483,5957,13055,7098,119.1539365452,15669,25568,9899,63.17569723658,2683,5493,2810,104.733507268,8849,32648,23799,268.9456435755,270654,312182,41528,15.34357519194,6893,11497,4604,66.79239808501,5188,10260,5072,97.76407093292,15335,24857,9522,62.09325073362,2551,5227,2676,104.9000392003,756,6259,5503,727.9100529101,15652,48303,32651,208.6059289548,3183,5323,2140,67.23217090795,4139,10061,5922,143.0780381735,4247,8233,3986,93.85448551919,761,1308,547,71.8791064389,1861,20851,18990,1020.4191295,225,305,80,35.55555555556,187,287,100,53.47593582888,49,57,8,16.32653061224,135,360,225,166.6666666667,79,110,31,39.24050632911,44,34,-10,-22.7272727273,48,417,369,768.75,392,651,259,66.07142857143,217,194,-23,-10.599078341,85,112,27,31.76470588235,1567,3968,2401,153.2227185705,3761,1818,769,0,948,101,1943,148,0,1795
53013,Columbia,4078,3952,-126,-3.08974987739,37,38,1,2.702702702703,4.69,4.55,-0.14,-2.98507462687,2136,2190,54,2.52808988764,1762,1765,3,0.170261066969,374,425,51,13.63636363636,82.49,80.59,-1.9,-2.30330949206,17.51,19.41,1.9,10.85094231868,868.6290469299,868.585020085,-0.04402684491,-0.00506854394,873.4811354338,873.4351425566,-0.04599287719,-0.00526546886,0.555488642748,0.555292801411,-0.00019584134,-0.03525568706,3969,3645,-324,-8.16326530612,3791,3442,-349,-9.20601424426,12,11,-1,-8.33333333333,58,50,-8,-13.7931034483,23,23,0,0,14,1,-13,-92.8571428571,71,118,47,66.19718309859,109,307,198,181.6513761468,4078,3952,-126,-3.08974987739,254,304,50,19.68503937008,3824,3648,-176,-4.60251046025,3754,3433,-321,-8.55087906233,3649,3347,-302,-8.27624006577,12,6,-6,-50,47,41,-6,-12.7659574468,23,21,-2,-8.69565217391,14,0,-14,-100,9,18,9,100,70,215,145,207.1428571429,3255,3277,22,0.675883256528,3196,3058,-138,-4.31789737171,3060,2896,-164,-5.35947712418,9,7,-2,-22.2222222222,43,35,-8,-18.6046511628,19,23,4,21.05263157895,12,1,-11,-91.6666666667,53,96,43,81.1320754717,59,219,160,271.186440678,3255,3277,22,0.675883256528,154,210,56,36.36363636364,3101,3067,-34,-1.09642050951,3060,2907,-153,-5,2977,2837,-140,-4.70272085993,9,5,-4,-44.4444444444,35,27,-8,-22.8571428571,19,21,2,10.52631578947,12,0,-12,-100,8,17,9,112.5,41,160,119,290.243902439,3896,3739,-157,-4.02977412731,24,39,15,62.5,107,157,50,46.72897196262,41,60,19,46.34146341463,19,37,18,94.73684210526,106,274,168,158.4905660377,3718,3555,-163,-4.384077461,21,27,6,28.57142857143,88,138,50,56.81818181818,36,48,12,33.33333333333,19,24,5,26.31578947368,15,94,79,526.6666666667,3116,3111,-5,-0.16046213094,12,30,18,150,76,110,34,44.73684210526,25,44,19,76,17,29,12,70.58823529412,71,211,140,197.1830985915,3017,2993,-24,-0.79549221081,11,23,12,109.0909090909,63,95,32,50.79365079365,24,35,11,45.83333333333,17,21,4,23.52941176471,12,77,65,541.6666666667,104,275,171,164.4230769231,7,8,1,14.28571428571,42,96,54,128.5714285714,18,14,-4,-22.2222222222,4,9,5,125,29,140,111,382.7586206897,0,0,0,,0,0,0,,0,0,0,,1,0,-1,-100,0,0,0,,0,2,2,,3,2,-1,-33.3333333333,0,3,3,,0,0,0,,0,1,1,,5,32,27,540,70,35,0,0,35,0,35,0,0,35
53015,Cowlitz,102410,110730,8320,8.124206620447,12,12,0,0,89.82,97.03,7.21,8.027165441995,43450,45424,1974,4.543153049482,40244,42787,2543,6.318954378292,3206,2637,-569,-17.7479725515,92.62,94.19,1.57,1.695098250918,7.38,5.81,-1.57,-21.2737127371,1140.125216024,1141.158788767,1.033572742422,0.090654318306,1166.211473567,1166.430513578,0.219040010996,0.018782186247,2.236837669134,2.166586394724,-0.07025127441,-3.14065143752,98588,100536,1948,1.975899703818,91069,90812,-257,-0.28220360386,642,820,178,27.72585669782,1570,1720,150,9.554140127389,1500,1772,272,18.13333333333,232,668,436,187.9310344828,3575,4744,1169,32.6993006993,3822,10194,6372,166.7189952904,102410,110730,8320,8.124206620447,7975,10802,2827,35.44827586207,94435,99928,5493,5.816699316991,91503,93071,1568,1.713605018415,87825,88067,242,0.275547964703,572,746,174,30.41958041958,1361,1409,48,3.526818515797,1472,1721,249,16.91576086957,209,643,434,207.6555023923,64,485,421,657.8125,2932,6857,3925,133.8676671214,77689,85596,7907,10.17776004325,75691,79072,3381,4.466845463794,70717,72143,1426,2.016488256006,425,605,180,42.35294117647,1137,1324,187,16.44678979771,1171,1420,249,21.26387702818,154,438,284,184.4155844156,2087,3142,1055,50.55103018687,1998,6524,4526,226.5265265265,77689,85596,7907,10.17776004325,4328,6484,2156,49.81515711645,73361,79112,5751,7.83931516746,71676,74499,2823,3.938556839109,68947,70655,1708,2.477265145692,388,566,178,45.87628865979,1010,1100,90,8.910891089109,1148,1388,240,20.90592334495,144,421,277,192.3611111111,39,369,330,846.1538461538,1685,4613,2928,173.7685459941,94682,100716,6034,6.372911429839,1260,1921,661,52.46031746032,3442,5763,2321,67.43172574085,2267,2996,729,32.15703573004,507,1114,607,119.7238658777,4368,9181,4813,110.1877289377,90633,94765,4132,4.559045822162,1110,1678,568,51.17117117117,3035,4936,1901,62.63591433278,2182,2812,630,28.8725939505,452,1033,581,128.5398230088,168,2005,1837,1093.452380952,72588,78484,5896,8.122554692236,643,1115,472,73.40590979782,2355,4135,1780,75.5838641189,1516,2064,548,36.14775725594,299,699,400,133.779264214,2408,6002,3594,149.2524916944,70546,75158,4612,6.537578317693,580,1008,428,73.79310344828,2148,3640,1492,69.45996275605,1479,1994,515,34.82082488168,274,666,392,143.0656934307,114,1501,1387,1216.666666667,3547,9542,5995,169.0160699182,426,743,317,74.41314553991,1610,3457,1847,114.7204968944,551,832,281,50.99818511797,143,194,51,35.66433566434,609,4052,3443,565.3530377668,20,32,12,60,10,10,0,0,3,7,4,133.3333333333,18,32,14,77.77777777778,22,10,-12,-54.5454545455,6,12,6,100,47,81,34,72.34042553191,36,46,10,27.77777777778,27,25,-2,-7.40740740741,19,9,-10,-52.6315789474,275,652,377,137.0909090909,928,592,192,25,375,0,336,0,0,336
